movie_title,release_date,genre,metascore
Terminator 3: Rise of the Machines,02-Jul-03,"Action,Sci-Fi,Thriller",66
RoboCop,12-Feb-14,"Action,Sci-Fi,Thriller,Crime",52
Sausage Party,12-Aug-16,"Adventure,Fantasy,Comedy,Animation",66
The Adventures of Tintin,21-Dec-11,"Adventure,Mystery,Animation,Family",68
Despicable Me 2,03-Jul-13,"Adventure,Sci-Fi,Comedy,Crime,Animation,Family",62
Kung Fu Panda,06-Jun-08,"Action,Comedy,Animation,Family",73
First Man,12-Oct-18,"Biography,Drama,History",84
8 Mile,08-Nov-02,"Drama,Music",77
Kung Fu Panda 2,26-May-11,"Action,Adventure,Comedy,Animation,Family",67
Green Book,16-Nov-18,"Biography,Drama,History,Comedy,Music",69
Nocturnal Animals,18-Nov-16,"Drama,Thriller",67
Scary Movie,07-Jul-00,Comedy,48
Clash of the Titans,01-Apr-10,"Action,Adventure,Drama,Fantasy",39
Under the Skin,04-Apr-14,"Sci-Fi,Drama,Thriller,Horror",78
Minority Report,21-Jun-02,"Action,Sci-Fi,Mystery,Thriller",80
Foxcatcher,14-Nov-14,"Biography,Drama,Sport,Thriller",81
In Time,28-Oct-11,"Sci-Fi,Thriller",53
Blue Is the Warmest Color,25-Oct-13,"Drama,Romance",88
The Golden Compass,07-Dec-07,"Adventure,Fantasy,Family",51
The Dark Tower,04-Aug-17,"Action,Adventure,Sci-Fi,Fantasy,Horror,Western",34
Warm Bodies,01-Feb-13,"Drama,Horror,Comedy,Romance",60
Final Destination 2,31-Jan-03,"Thriller,Horror",38
Unknown,18-Feb-11,"Drama,Mystery,Thriller",56
Miss Peregrine's Home for Peculiar Children,30-Sep-16,"Adventure,Drama,Fantasy,Family",57
Chef,09-May-14,Comedy,68
Predestination,09-Jan-15,"Action,Sci-Fi,Drama,Mystery,Thriller",69
Logan Lucky,18-Aug-17,"Drama,Comedy,Crime",78
Speed,10-Jun-94,"Action,Thriller",78
Miami Vice,28-Jul-06,"Action,Drama,Thriller,Crime",65
Lights Out,22-Jul-16,"Thriller,Fantasy,Horror",58
Independence Day,03-Jul-96,"Action,Adventure,Sci-Fi,Thriller",59
The Divergent Series: Allegiant,18-Mar-16,"Action,Adventure,Sci-Fi,Mystery,Thriller,Romance",33
Baywatch,25-May-17,"Action,Drama,Comedy",37
Cloudy with a Chance of Meatballs,18-Sep-09,"Comedy,Animation,Family",66
Capote,30-Sep-05,"Biography,Drama,Crime",88
Casablanca,23-Jan-43,"Drama,Romance,War",100
National Treasure: Book of Secrets,21-Dec-07,"Action,Adventure,Mystery,Thriller,Comedy",48
Hotel Rwanda,22-Dec-04,"Drama,History,Thriller,War",79
Priest,13-May-11,"Action,Thriller,Horror",41
"O Brother, Where Art Thou?",22-Dec-00,"Adventure,Comedy,Crime,Music",69
Daybreakers,08-Jan-10,"Action,Sci-Fi,Drama,Thriller,Fantasy,Horror",57
xXx,09-Aug-02,"Action,Adventure,Thriller,Crime",48
Zack and Miri Make a Porno,31-Oct-08,"Drama,Comedy,Romance",56
Evan Almighty,22-Jun-07,"Fantasy,Comedy,Family",37
Big Eyes,25-Dec-14,"Biography,Drama",62
Sorry to Bother You,06-Jul-18,"Sci-Fi,Fantasy,Comedy",80
The Hills Have Eyes,10-Mar-06,"Thriller,Horror",52
Jack Reacher: Never Go Back,21-Oct-16,"Action,Adventure,Drama,Mystery,Thriller,Crime",47
The Men Who Stare at Goats,06-Nov-09,"Comedy,War",54
The Campaign,10-Aug-12,Comedy,50
A Christmas Story,18-Nov-83,"Comedy,Family",77
Hall Pass,25-Feb-11,Comedy,45
First Reformed,18-May-18,"Drama,Thriller",85
Paterson,28-Dec-16,"Drama,Comedy,Romance",90
Couples Retreat,09-Oct-09,Comedy,23
Poseidon,12-May-06,"Action,Adventure,Thriller",50
Colombiana,26-Aug-11,"Action,Adventure,Drama,Thriller",45
The Skin I Live In,14-Oct-11,Drama,70
About Schmidt,13-Dec-02,"Drama,Comedy",85
Midnight Run,20-Jul-88,"Action,Adventure,Thriller,Comedy,Crime",78
27 Dresses,18-Jan-08,"Comedy,Romance",47
20th Century Women,28-Dec-16,"Drama,Comedy",83
Gerald's Game,29-Sep-17,"Drama,Thriller,Horror",77
The East,31-May-13,"Action,Drama,Mystery,Thriller",68
Elektra,14-Jan-05,"Action,Adventure,Fantasy",34
The Naked Gun: From the Files of Police Squad!,02-Dec-88,"Action,Comedy,Romance,Crime",76
Bucky Larson: Born to Be a Star,09-Sep-11,Comedy,9
A Prairie Home Companion,09-Jun-06,"Drama,Comedy,Music,Musical",75
Singin' in the Rain,11-Apr-52,"Comedy,Romance,Musical",99
Big,03-Jun-88,"Drama,Fantasy,Comedy,Romance,Family",73
Annabelle Comes Home,26-Jun-19,"Mystery,Thriller,Horror",53
Magic in the Moonlight,25-Jul-14,"Drama,Comedy,Romance",54
Snitch,22-Feb-13,"Action,Drama,Thriller",51
The Loft,30-Jan-15,Thriller,24
Erin Brockovich,17-Mar-00,"Biography,Drama,Romance",73
12 Strong,19-Jan-18,"Action,Drama,History,War",54
The Grinch,09-Nov-18,"Drama,Fantasy,Comedy,Animation,Family,Musical",51
Star Trek: First Contact,22-Nov-96,"Action,Adventure,Sci-Fi,Thriller",71
Morning Glory,10-Nov-10,"Drama,Comedy,Romance",57
Boys Don't Cry,08-Oct-99,"Drama,Romance,Crime",86
A Girl Walks Home Alone at Night,21-Nov-14,"Thriller,Horror,Romance",81
Headhunters,27-Apr-12,"Action,Thriller,Crime",72
Ferdinand,15-Dec-17,"Adventure,Fantasy,Comedy,Animation,Family",58
Phoenix,24-Jul-15,"Drama,History",89
In the Valley of Elah,14-Sep-07,"Drama,Mystery,Thriller,Crime",65
The Scorpion King,19-Apr-02,"Action,Adventure,Thriller,Fantasy,Romance",45
Ricki and the Flash,07-Aug-15,"Drama,Comedy,Music,Musical",54
The Watcher,08-Sep-00,"Mystery,Thriller,Crime",22
Four Lions,05-Nov-10,"Drama,Comedy",68
Hop,01-Apr-11,Comedy,41
Ernest & Célestine,28-Feb-14,"Drama,Comedy,Animation,Family",86
Obvious Child,06-Jun-14,"Comedy,Romance",76
Bend It Like Beckham,12-Mar-03,"Drama,Sport,Comedy,Romance",66
Amistad,10-Dec-97,"Drama,History,Mystery",63
Race,19-Feb-16,"Biography,Drama,Sport",56
True Story,17-Apr-15,"Drama,Mystery,Thriller",50
American Splendor,15-Aug-03,"Biography,Drama,Comedy",90
Millions,11-Mar-05,"Drama,Comedy,Crime,Family",74
Rampart,10-Feb-12,"Action,Drama,Thriller,Crime",70
All About Eve,27-Oct-50,Drama,98
Coriolanus,02-Dec-11,"Drama,History,Thriller",79
A Civil Action,25-Dec-98,Drama,68
The Stanford Prison Experiment,17-Jul-15,"Drama,Thriller",67
The Great Debaters,25-Dec-07,"Biography,Drama",65
Around the World in 80 Days,16-Jun-04,"Action,Adventure,Comedy,Romance,Western,Family",49
The Purple Rose of Cairo,02-May-85,"Drama,Fantasy,Comedy,Romance",75
Unfinished Business,06-Mar-15,Comedy,32
Dave Chappelle's Block Party,03-Mar-06,"Comedy,Music,Documentary",84
The Big Year,14-Oct-11,Comedy,53
Body Heat,28-Aug-81,"Drama,Thriller,Crime",77
Tangerines,17-Apr-15,"Drama,History,War",73
Working Girl,23-Dec-88,"Drama,Comedy,Romance",73
Conviction,15-Oct-10,"Biography,Drama,Thriller",61
That Thing You Do!,04-Oct-96,"Drama,Comedy,Music",71
Dom Hemingway,02-Apr-14,"Drama,Comedy,Crime",55
The Little Mermaid,17-Nov-89,"Fantasy,Romance,Animation,Family,Musical",88
Oliver Twist,23-Sep-05,"Drama,Family",65
The Salvation,27-Feb-15,"Drama,Western",64
Meet Dave,11-Jul-08,"Adventure,Sci-Fi,Comedy,Romance,Family",43
The Sweet Hereafter,21-Nov-97,Drama,90
Prince Avalanche,09-Aug-13,"Drama,Comedy",73
The Sea Inside,17-Dec-04,"Biography,Drama",74
Space Jam,15-Nov-96,"Adventure,Sci-Fi,Sport,Fantasy,Comedy,Animation,Family",59
Sophie's Choice,08-Dec-82,"Drama,Romance",68
Tyrannosaur,18-Nov-11,Drama,65
Envy,30-Apr-04,Comedy,31
Wadjda,13-Sep-13,Drama,81
Iron Monkey,12-Oct-01,"Action,Comedy,Crime",79
"Legally Blonde 2: Red, White & Blonde",02-Jul-03,Comedy,47
Second Act,21-Dec-18,"Drama,Comedy,Romance",46
Queen of Earth,26-Aug-15,"Drama,Thriller",77
Safe,23-Jun-95,Drama,76
Menace II Society,26-May-93,"Drama,Crime",76
The Possession of Hannah Grace,30-Nov-18,"Mystery,Thriller,Horror",37
20 Feet from Stardom,14-Jun-13,Documentary,83
The Peanut Butter Falcon,09-Aug-19,"Adventure,Drama,Sport,Comedy",69
Miracle,06-Feb-04,"Drama,History,Sport,Family",68
A Better Life,24-Jun-11,Drama,64
Being Flynn,02-Mar-12,"Drama,Comedy",53
Rapture-Palooza,07-Jun-13,"Fantasy,Horror,Comedy",44
The Shaggy Dog,10-Mar-06,"Fantasy,Comedy,Family",43
9 Songs,22-Jul-05,"Drama,Romance,Music",43
The Sisterhood of the Traveling Pants,01-Jun-05,"Adventure,Comedy,Romance",66
Nancy Drew,15-Jun-07,"Adventure,Mystery,Thriller,Comedy,Crime,Family",53
The Hurricane Heist,09-Mar-18,"Action,Thriller,Crime",35
A Pigeon Sat on a Branch Reflecting on Existence,03-Jun-15,"Drama,Comedy",81
Castle in the Sky,01-Apr-89,"Adventure,Fantasy,Animation,Family",78
Edmond,14-Jul-06,"Drama,Thriller",61
Entrapment,30-Apr-99,"Action,Thriller,Romance,Crime",54
Love in the Time of Cholera,16-Nov-07,"Drama,Romance",43
Berberian Sound Studio,14-Jun-13,"Drama,Thriller,Horror",80
The City of Lost Children,15-Dec-95,"Adventure,Sci-Fi,Drama,Fantasy,Comedy",73
The Future,29-Jul-11,Drama,67
Easy Money,11-Jul-12,"Drama,Thriller,Crime",75
The Intruder,03-May-19,"Drama,Mystery,Thriller,Horror",39
Wetlands,05-Sep-14,"Drama,Comedy",77
In the Fade,27-Dec-17,"Drama,Crime",65
Mayhem,10-Nov-17,"Action,Horror",62
Wasabi,27-Sep-02,"Action,Drama,Thriller,Comedy,Crime",53
For a Few Dollars More,10-May-67,Western,74
Extreme Ops,27-Nov-02,"Action,Adventure,Thriller",17
Steve Jobs: Man in the Machine,04-Sep-15,Documentary,72
Purple Rain,27-Jul-84,"Drama,Romance,Music,Musical",55
Management,15-May-09,"Comedy,Romance",50
Love Is All You Need,03-May-13,"Comedy,Romance",60
King Cobra,21-Oct-16,"Drama,Crime",48
Birth of the Dragon,25-Aug-17,"Action,Biography,Drama",35
McQueen,20-Jul-18,"Biography,Documentary",84
The Deep End,08-Aug-01,"Drama,Mystery,Thriller,Crime",78
The Aristocats,24-Dec-70,"Adventure,Comedy,Music,Animation,Family",66
Walk on Water,04-Mar-05,"Drama,Mystery,Thriller",65
Jaws 3-D,22-Jul-83,"Adventure,Thriller,Horror",27
Topsy-Turvy,17-Dec-99,"Biography,Drama,Comedy,Music",90
The Man Without a Past,04-Apr-03,"Drama,Thriller,Comedy,Romance,Crime,Music",84
Miss Bala,14-Oct-11,"Action,Drama",79
Listen Up Philip,17-Oct-14,Drama,76
The Contender,13-Oct-00,"Drama,Thriller",59
Sukiyaki Western Django,29-Aug-08,"Action,Western",55
Love Exposure,02-Sep-11,"Action,Drama,Comedy,Romance",78
The Insult,12-Jan-18,"Drama,Thriller",72
Snow Angels,07-Mar-08,"Drama,Romance",67
Live and Let Die,27-Jun-73,"Action,Adventure,Thriller",55
#Horror,20-Nov-15,"Drama,Mystery,Thriller,Horror",42
Band of Robbers,15-Jan-16,"Adventure,Thriller,Comedy,Crime",57
Feel the Noise,05-Oct-07,"Drama,Music",36
The Hole in the Ground,01-Mar-19,Horror,63
Mary Shelley,25-May-18,"Biography,Drama,Romance",49
The Week Of,27-Apr-18,Comedy,41
Cinderella,04-Mar-50,"Fantasy,Romance,Animation,Family,Musical",85
War Witch,01-Mar-13,"Drama,War",84
Paddleton,22-Feb-19,"Drama,Comedy",70
Right at Your Door,24-Aug-07,"Drama,Thriller",57
Cropsey,04-Jun-10,"Horror,Documentary",73
The Last Circus,19-Aug-11,Comedy,70
Intermission,19-Mar-04,"Drama,Thriller,Comedy,Crime",64
Escobar: Paradise Lost,26-Jun-15,"Drama,Thriller,Romance,Crime",56
A Nightmare on Elm Street 5: The Dream Child,11-Aug-89,"Fantasy,Horror",54
Maurice,18-Sep-87,"Drama,Romance",75
Fast Color,19-Apr-19,"Sci-Fi,Drama,Thriller",64
These Final Hours,06-Mar-15,"Drama,Thriller",61
Bullet Head,08-Dec-17,"Drama,Thriller,Crime",51
Strangerland,10-Jul-15,"Drama,Thriller",42
Assault on Precinct 13,05-Nov-76,"Action,Thriller,Crime",89
Duck Season,10-Mar-06,Comedy,74
I Served the King of England,29-Aug-08,"Drama,Comedy,Romance,War",72
The Rocketeer,21-Jun-91,"Action,Adventure,Sci-Fi,Comedy,Family",61
Black Butterfly,26-May-17,Thriller,43
Haunt,07-Mar-14,"Mystery,Horror",33
Marguerite,11-Mar-16,Drama,76
Rize,24-Jun-05,"Music,Documentary",74
Janis: Little Girl Blue,27-Nov-15,"Biography,Music,Documentary",74
The Falling,07-Aug-15,"Drama,Mystery",71
The Land of Steady Habits,14-Sep-18,"Drama,Comedy",71
The Opposite of Sex,22-May-98,"Drama,Comedy,Romance",70
Things to Do in Denver When You're Dead,01-Dec-95,"Drama,Romance,Crime",46
Brake,23-Mar-12,"Action,Thriller,Crime",38
In the Heat of the Night,03-Aug-67,"Drama,Mystery,Thriller,Crime",75
Burnt Money,19-Oct-01,"Drama,Thriller,Romance,Crime",68
Inside Deep Throat,11-Feb-05,"History,Documentary",64
How She Move,25-Jan-08,Drama,63
Big Man Japan,15-May-09,"Sci-Fi,Comedy",62
The Girl Cut in Two,15-Aug-08,"Drama,Thriller",73
The Rocket,10-Jan-14,Drama,72
The Road Home,25-May-01,"Drama,Romance",71
The Pervert's Guide to Ideology,01-Nov-13,Documentary,71
Killing Them Safely,27-Nov-15,"Drama,Documentary",70
Citizen Ruth,13-Dec-96,"Drama,Comedy",64
Dragon,30-Nov-12,"Action,Drama",62
Jack Goes Home,14-Oct-16,"Drama,Thriller,Horror",38
Street Fight,22-Feb-06,Documentary,85
Goodbye First Love,20-Apr-12,"Drama,Romance",80
Smoke Signals,26-Jun-98,"Drama,Comedy",76
Maria by Callas,02-Nov-18,"Biography,Documentary",71
XXY,02-May-08,Drama,67
Married Life,07-Mar-08,"Drama,Romance,Crime",65
Cavite,26-May-06,Thriller,64
I Think We're Alone Now,14-Sep-18,"Sci-Fi,Drama,Mystery",51
The Private Lives of Pippa Lee,27-Nov-09,"Drama,Romance",49
Crossover,01-Sep-06,"Action,Sport",30
One False Move,08-May-92,"Drama,Crime",87
In the Fog,14-Jun-13,"Drama,History,War",78
Roman de gare,25-Apr-08,Drama,71
The Other Dream Team,28-Sep-12,Documentary,69
Last Passenger,25-Apr-14,"Action,Mystery,Thriller",66
Patrik Age 1.5,06-Aug-10,"Drama,Comedy,Romance",65
Thin Ice,17-Feb-12,"Drama,Comedy,Crime",60
Quid Pro Quo,13-Jun-08,"Drama,Thriller",55
Spinning Man,06-Apr-18,"Drama,Mystery,Thriller",44
Museo,14-Sep-18,"Drama,Crime",86
Paper Moon,09-May-73,"Drama,Comedy,Crime",77
Crossing the Bridge: The Sound of Istanbul,09-Jun-06,"Music,Documentary",73
Meet the Patels,11-Sep-15,"Comedy,Romance,Documentary",70
Sunshine Superman,22-May-15,"Biography,Sport,Documentary",70
The Final Year,19-Jan-18,Documentary,67
The Four Times (Le Quattro Volte),30-Mar-11,Drama,80
"Paris, Texas",02-Nov-84,Drama,78
La faute à Fidel!,03-Aug-07,"Drama,History",74
For the Love of Spock,09-Sep-16,"Biography,Documentary",74
Everyone Else,09-Apr-10,"Drama,Romance",71
Stoked: The Rise and Fall of Gator,22-Aug-03,"Sport,Documentary",69
Una Noche,23-Aug-13,Drama,68
Caterina va in città,03-Jun-05,"Drama,Comedy",63
The Jerk,14-Dec-79,Comedy,61
Don't Come Knocking,17-Mar-06,"Drama,Music",55
After the Wedding,09-Aug-19,Drama,51
Journey from the Fall,23-Mar-07,Drama,70
Sea of Love,15-Sep-89,"Drama,Mystery,Thriller,Romance,Crime",66
Wall,26-Aug-05,Documentary,61
The Boys & Girl from County Clare,11-Mar-05,"Comedy,Romance,Music",59
Swamp Thing,19-Feb-82,"Sci-Fi,Horror",50
Dark Matter,11-Apr-08,Drama,49
One & Two,14-Aug-15,"Drama,Thriller,Fantasy",47
Deliver Us from Eva,07-Feb-03,"Drama,Comedy,Romance",46
Little Women,28-Sep-18,"Drama,Family",40
Serious Moonlight,04-Dec-09,"Comedy,Romance,Crime",36
The Day He Arrives,20-Apr-12,Drama,83
Phil Ochs: There But for Fortune,05-Jan-11,"Biography,History,Music,Documentary",72
Exhibition,20-Jun-14,Drama,72
The Girl in the Book,11-Dec-15,Drama,68
Art and Craft,19-Sep-14,Documentary,68
Ae Fond Kiss...,26-Nov-04,"Drama,Romance",65
Three Days of the Condor,24-Sep-75,"Mystery,Thriller",63
The Daughter,27-Jan-17,Drama,62
Overnight,10-Nov-04,Documentary,60
The Pink Panther Strikes Again,15-Dec-76,"Comedy,Crime",60
Trishna,13-Jul-12,Drama,57
The Journey,16-Jun-17,Drama,53
Tai Chi Zero,19-Oct-12,"Action,Drama",52
I Do... Until I Don't,01-Sep-17,Comedy,43
The Girl in the Photographs,01-Apr-16,"Thriller,Horror,Crime",32
Last Resort,23-Feb-01,"Drama,Romance",80
The Day of the Jackal,30-Jul-73,"Drama,Thriller,Crime",80
The Golden Dream,28-Aug-15,Drama,74
Iron Island,31-Mar-06,Drama,74
The Tunnel,29-Apr-05,"Action,Drama,History,Thriller",72
Pellet,13-Dec-02,Drama,70
Devils on the Doorstep,18-Dec-02,"Drama,Comedy,War",70
Pierrepoint,01-Jun-07,Drama,68
Leaving,01-Oct-10,"Drama,Romance",56
Yardie,15-Mar-19,"Drama,Crime",52
Racer and the Jailbird,04-May-18,"Drama,Crime",50
3 Ninjas: High Noon at Mega Mountain,10-Apr-98,"Action,Adventure,Comedy,Family",44
Return to Nuke 'Em High Volume 1,10-Jan-14,"Sci-Fi,Horror,Comedy",40
America the Beautiful,01-Aug-08,Documentary,40
Toni Morrison: The Pieces I Am,21-Jun-19,Documentary,80
Tully,01-Nov-02,Drama,73
Knuckle,02-Dec-11,"Biography,Drama,Documentary",65
Back to Burgundy,23-Mar-18,"Drama,Comedy",58
Focus,19-Oct-01,"Drama,Romance",53
Guardians of the Galaxy,01-Aug-14,"Action,Adventure,Sci-Fi",76
Jurassic World,12-Jun-15,"Action,Adventure,Sci-Fi,Thriller",59
La La Land,09-Dec-16,"Drama,Comedy,Romance,Musical",93
Star Wars: Episode III - Revenge of the Sith,19-May-05,"Action,Sci-Fi,Fantasy",68
The Shawshank Redemption,01-Sep-94,"Drama,Crime",80
Zootopia,04-Mar-16,"Action,Adventure,Comedy,Crime,Animation,Family",78
It,08-Sep-17,"Adventure,Drama,Thriller,Horror",69
Memento,16-Mar-01,"Mystery,Thriller",80
SPECTRE,06-Nov-15,"Action,Adventure,Thriller,Crime",60
Lucy,25-Jul-14,"Action,Sci-Fi,Thriller",61
Ready Player One,29-Mar-18,"Action,Adventure,Sci-Fi,Thriller,Animation",64
Argo,12-Oct-12,Drama,86
The Terminator,26-Oct-84,"Action,Sci-Fi,Thriller",84
The Bourne Ultimatum,03-Aug-07,"Action,Adventure,Mystery,Thriller",85
22 Jump Street,13-Jun-14,"Action,Comedy,Crime",71
The Girl with the Dragon Tattoo,20-Dec-11,"Drama,Thriller",71
The Emoji Movie,28-Jul-17,"Adventure,Sci-Fi,Comedy,Animation,Family",12
Harry Potter and the Chamber of Secrets,15-Nov-02,"Adventure,Mystery,Fantasy,Family",63
Fury,17-Oct-14,"Action,Drama,War",64
Fast & Furious 6,24-May-13,"Action,Adventure,Thriller,Crime",61
The Interview,25-Dec-14,"Action,Comedy",52
Paranormal Activity,25-Sep-09,"Thriller,Horror",68
"Monsters, Inc.",02-Nov-01,"Adventure,Fantasy,Comedy,Animation,Family",78
It: Chapter Two,06-Sep-19,"Drama,Thriller,Fantasy,Horror",58
Crimson Peak,16-Oct-15,"Drama,Mystery,Thriller,Fantasy,Horror,Romance",66
Up in the Air,04-Dec-09,"Drama,Romance",83
Life,24-Mar-17,"Sci-Fi,Thriller,Horror",54
Oldboy,25-Mar-05,"Action,Drama,Mystery,Thriller",77
Jumanji: Welcome to the Jungle,20-Dec-17,"Action,Adventure,Fantasy,Comedy,Family",58
BlacKkKlansman,10-Aug-18,"Biography,Drama,Comedy,Crime",83
The Aviator,17-Dec-04,"Biography,Drama",77
Cowboys & Aliens,29-Jul-11,"Action,Sci-Fi,Thriller,Western",50
Brooklyn,04-Nov-15,"Drama,Comedy,Romance",88
Into the Woods,25-Dec-14,"Adventure,Fantasy,Comedy,Family,Musical",69
A Beautiful Mind,21-Dec-01,"Biography,Drama",72
How to Train Your Dragon: The Hidden World,22-Feb-19,"Action,Adventure,Fantasy,Comedy,Animation,Family",71
Robin Hood,14-May-10,"Action,Adventure,Drama",53
End of Watch,21-Sep-12,"Drama,Mystery,Thriller,Crime",68
RED,15-Oct-10,"Action,Comedy,Crime",60
The Raid: Redemption,23-Mar-12,"Action,Thriller,Crime",73
Ghost Rider: Spirit of Vengeance,17-Feb-12,"Action,Thriller,Fantasy",34
Sunshine,20-Jul-07,"Adventure,Sci-Fi,Thriller",64
Halloween (2007),31-Aug-07,Horror,47
Lion,25-Nov-16,Drama,69
Ponyo,14-Aug-09,"Adventure,Fantasy,Animation,Family",86
The Counselor,25-Oct-13,"Drama,Thriller,Crime",48
Tower Heist,04-Nov-11,"Action,Comedy,Crime",59
"Love, Simon",16-Mar-18,"Drama,Comedy,Romance",72
Ice Age: Continental Drift,13-Jul-12,"Adventure,Comedy,Animation,Family",49
Joy,25-Dec-15,"Biography,Drama,History,Comedy",56
Happy Death Day,13-Oct-17,"Mystery,Thriller,Horror",58
The Meg,10-Aug-18,"Action,Sci-Fi,Thriller,Horror",46
Kung Fu Hustle,08-Apr-05,"Action,Fantasy,Comedy,Crime",78
Buried,24-Sep-10,"Drama,Mystery,Thriller",65
Eighth Grade,13-Jul-18,"Drama,Comedy",89
Thirteen Ghosts,26-Oct-01,"Mystery,Thriller,Horror",30
Never Let Me Go,15-Sep-10,"Drama,Thriller",69
"I Love You, Man",20-Mar-09,"Comedy,Romance",70
Sicario: Day of the Soldado,29-Jun-18,"Action,Drama,Thriller,Crime",61
Sex and the City,30-May-08,"Drama,Comedy,Romance",53
Nerve,27-Jul-16,"Adventure,Sci-Fi,Mystery,Thriller,Crime",58
The Diving Bell and the Butterfly,30-Nov-07,"Biography,Drama",92
Jack the Giant Slayer,01-Mar-13,"Adventure,Drama,Fantasy,Romance",51
Jackie,02-Dec-16,"Biography,Drama",81
Overlord,09-Nov-18,"Action,Adventure,Sci-Fi,Mystery,Thriller,Horror,War",60
Wild Tales,20-Feb-15,"Drama,Thriller,Comedy",77
Jennifer's Body,18-Sep-09,"Thriller,Fantasy,Horror,Comedy",47
21 Grams,21-Nov-03,"Drama,Thriller,Crime",70
Downsizing,22-Dec-17,"Sci-Fi,Drama,Comedy",63
Clerks II,21-Jul-06,"Drama,Comedy",65
The Graduate,21-Dec-67,"Drama,Comedy,Romance",83
Tammy,02-Jul-14,Comedy,39
The Road Warrior,21-May-82,"Action,Sci-Fi,Thriller",77
The Taking of Pelham 1 2 3,12-Jun-09,"Action,Thriller,Crime",55
A Very Harold & Kumar Christmas,04-Nov-11,Comedy,61
All the Money in the World,25-Dec-17,"Biography,Drama,History,Mystery,Thriller,Crime",72
Cloudy with a Chance of Meatballs 2,27-Sep-13,"Sci-Fi,Fantasy,Comedy,Animation,Family",59
Contraband,13-Jan-12,Thriller,51
Waltz with Bashir,25-Dec-08,"Biography,Drama,War,Animation",91
Beautiful Creatures,14-Feb-13,"Drama,Fantasy,Romance",52
Mr. Holmes,17-Jul-15,"Drama,Mystery,Crime",67
Mike and Dave Need Wedding Dates,08-Jul-16,"Adventure,Comedy,Romance",51
Battle of the Sexes,22-Sep-17,"Biography,Drama,Sport,Comedy",73
It's Kind of a Funny Story,08-Oct-10,"Drama,Comedy",63
Hot Pursuit,08-May-15,"Action,Comedy,Crime",31
The Devil's Backbone,21-Nov-01,"Drama,Mystery,Thriller,Fantasy,Horror",78
13th,07-Oct-16,"Crime,Documentary",88
Yesterday,28-Jun-19,"Drama,Fantasy,Comedy,Romance,Music,Musical",56
The Piano,01-Nov-93,"Drama,Romance",89
Bobby,17-Nov-06,"Drama,History,Comedy",54
Goon,30-Mar-12,"Sport,Comedy",64
Chocolat,15-Dec-00,"Drama,Mystery,Romance",64
Bullet to the Head,01-Feb-13,"Action,Thriller,Crime",48
Infernal Affairs,24-Sep-04,"Mystery,Thriller,Crime",75
The Light Between Oceans,02-Sep-16,"Drama,Romance",60
Pawn Sacrifice,16-Sep-15,"Biography,Drama",65
Casanova,25-Dec-05,"Adventure,Drama,Comedy,Romance",57
Mysterious Skin,06-May-05,"Drama,Mystery",73
How to Be Single,12-Feb-16,"Comedy,Romance",51
Masterminds,30-Sep-16,"Action,Comedy,Crime",47
